sysDescr,['Linux gerencia-VirtualBox 4.15.0-54-generic #58-Ubuntu SMP Mon Jun 24 10:55:24 UTC 2019 x86_64']
hrSWInstalledIndex,['1663']
hrSWInstalledIndex,['1664']
hrSWInstalledIndex,['1665']
hrSWInstalledIndex,['1666']
hrSWInstalledIndex,['1667']
hrSWInstalledIndex,['1668']
hrSWInstalledIndex,['1669']
hrSWInstalledIndex,['1670']
hrSWInstalledIndex,['1671']
hrSWInstalledIndex,['1672']
hrSWInstalledIndex,['1673']
hrSWInstalledIndex,['1674']
hrSWInstalledIndex,['1675']
hrSWInstalledIndex,['1676']
hrSWInstalledIndex,['1677']
hrSWInstalledIndex,['1678']
hrSWInstalledIndex,['1679']
hrSWInstalledIndex,['1680']
hrSWInstalledIndex,['1681']
hrSWInstalledIndex,['1682']
hrSWInstalledIndex,['1683']
hrSWInstalledIndex,['1684']
hrSWInstalledIndex,['1685']
hrSWInstalledIndex,['1686']
hrSWInstalledIndex,['1687']
hrSWInstalledIndex,['1688']
hrSWInstalledIndex,['1689']
hrSWInstalledIndex,['1690']
hrSWInstalledIndex,['1691']
hrSWInstalledIndex,['1692']
hrSWInstalledIndex,['1693']
hrSWInstalledIndex,['1694']
hrSWInstalledIndex,['1695']
hrSWInstalledIndex,['1696']
hrSWInstalledIndex,['1697']
hrSWInstalledIndex,['1698']
hrSWInstalledIndex,['1699']
hrSWInstalledIndex,['1700']
hrSWInstalledIndex,['1701']
hrSWInstalledIndex,['1702']
hrSWInstalledIndex,['1703']
hrSWInstalledIndex,['1704']
hrSWInstalledIndex,['1705']
hrSWInstalledIndex,['1706']
hrSWInstalledIndex,['1707']
hrSWInstalledIndex,['1708']
hrSWInstalledIndex,['1709']
hrSWInstalledIndex,['1710']
hrSWInstalledIndex,['1711']
hrSWInstalledIndex,['1712']
hrSWInstalledIndex,['1713']
hrSWInstalledIndex,['1714']
hrSWInstalledIndex,['1715']
hrSWInstalledIndex,['1716']
hrSWInstalledIndex,['1717']
hrSWInstalledIndex,['1718']
hrSWInstalledIndex,['1719']
hrSWInstalledIndex,['1720']
hrSWInstalledIndex,['1721']
hrSWInstalledIndex,['1722']
hrSWInstalledIndex,['1723']
hrSWInstalledIndex,['1724']
hrSWInstalledIndex,['1725']
hrSWInstalledIndex,['1726']
hrSWInstalledIndex,['1727']
hrSWInstalledIndex,['1728']
hrSWInstalledIndex,['1729']
hrSWInstalledIndex,['1730']
hrSWInstalledIndex,['1731']
hrSWInstalledIndex,['1732']
hrSWInstalledIndex,['1733']
hrSWInstalledIndex,['1734']
hrSWInstalledIndex,['1735']
hrSWInstalledIndex,['1736']
hrSWInstalledIndex,['1737']
hrSWInstalledIndex,['1738']
hrSWInstalledIndex,['1739']
hrSWInstalledIndex,['1740']
hrSWInstalledIndex,['1741']
hrSWInstalledIndex,['1742']
hrSWInstalledIndex,['1743']
hrSWInstalledIndex,['1744']
hrSWInstalledIndex,['1745']
hrSWInstalledIndex,['1746']
hrSWInstalledIndex,['1747']
hrSWInstalledIndex,['1748']
hrSWInstalledIndex,['1749']
hrSWInstalledIndex,['1750']
hrSWInstalledIndex,['1751']
hrSWInstalledIndex,['1752']
hrSWInstalledIndex,['1753']
hrSWInstalledIndex,['1754']
hrSWInstalledIndex,['1755']
hrSWInstalledIndex,['1756']
hrSWInstalledIndex,['1757']
hrSWInstalledIndex,['1758']
hrSWInstalledIndex,['1759']
hrSWInstalledIndex,['1760']
hrSWInstalledIndex,['1761']
hrSWInstalledIndex,['1762']
hrSWInstalledIndex,['1763']
hrSWInstalledIndex,['1764']
hrSWInstalledIndex,['1765']
hrSWInstalledIndex,['1766']
hrSWInstalledIndex,['1767']
hrSWInstalledIndex,['1768']
hrSWInstalledIndex,['1769']
hrSWInstalledIndex,['1770']
hrSWInstalledIndex,['1771']
hrSWInstalledIndex,['1772']
hrSWInstalledIndex,['1773']
hrSWInstalledIndex,['1774']
hrSWInstalledIndex,['1775']
hrSWInstalledIndex,['1776']
hrSWInstalledIndex,['1777']
hrSWInstalledIndex,['1778']
hrSWInstalledIndex,['1779']
hrSWInstalledIndex,['1780']
hrSWInstalledIndex,['1781']
hrSWInstalledIndex,['1782']
hrSWInstalledIndex,['1783']
hrSWInstalledIndex,['1784']
hrSWInstalledIndex,['1785']
hrSWInstalledIndex,['1786']
hrSWInstalledIndex,['1787']
hrSWInstalledIndex,['1788']
hrSWInstalledIndex,['1789']
hrSWInstalledIndex,['1790']
hrSWInstalledIndex,['1791']
hrSWInstalledIndex,['1792']
hrSWInstalledIndex,['1793']
hrSWInstalledIndex,['1794']
hrSWInstalledIndex,['1795']
hrSWInstalledIndex,['1796']
hrSWInstalledIndex,['1797']
hrSWInstalledIndex,['1798']
hrSWInstalledIndex,['1799']
hrSWInstalledIndex,['1800']
hrSWInstalledIndex,['1801']
hrSWInstalledIndex,['1802']
hrSWInstalledIndex,['1803']
hrSWInstalledIndex,['1804']
hrSWInstalledIndex,['1805']
hrSWInstalledIndex,['1806']
hrSWInstalledIndex,['1807']
hrSWInstalledIndex,['1808']
hrSWInstalledIndex,['1809']
hrSWInstalledIndex,['1810']
hrSWInstalledIndex,['1811']
hrSWInstalledIndex,['1812']
hrSWInstalledIndex,['1813']
hrSWInstalledIndex,['1814']
hrSWInstalledIndex,['1815']
hrSWInstalledIndex,['1816']
hrSWInstalledIndex,['1817']
hrSWInstalledIndex,['1818']
hrSWInstalledIndex,['1819']
hrSWInstalledIndex,['1820']
hrSWInstalledIndex,['1821']
hrSWInstalledIndex,['1822']
hrSWInstalledIndex,['1823']
hrSWInstalledIndex,['1824']
hrSWInstalledIndex,['1825']
hrSWInstalledIndex,['1826']
hrSWInstalledIndex,['1827']
hrSWInstalledIndex,['1828']
hrSWInstalledIndex,['1829']
hrSWInstalledIndex,['1830']
hrSWInstalledIndex,['1831']
hrSWInstalledIndex,['1832']
hrSWInstalledIndex,['1833']
hrSWInstalledIndex,['1834']
hrSWInstalledIndex,['1835']
hrSWInstalledIndex,['1836']
hrSWInstalledIndex,['1837']
hrSWInstalledIndex,['1838']
hrSWInstalledIndex,['1839']
hrSWInstalledIndex,['1840']
hrSWInstalledIndex,['1841']
hrSWInstalledIndex,['1842']
hrSWInstalledIndex,['1843']
hrSWInstalledIndex,['1844']
hrSWInstalledIndex,['1845']
hrSWInstalledIndex,['1846']
hrSWInstalledIndex,['1847']
hrSWInstalledIndex,['1848']
hrSWInstalledIndex,['1849']
hrSWInstalledIndex,['1850']
hrSWInstalledIndex,['1851']
hrSWInstalledIndex,['1852']
hrSWInstalledIndex,['1853']
hrSWInstalledIndex,['1854']
hrSWInstalledIndex,['1855']
hrSWInstalledIndex,['1856']
hrSWInstalledIndex,['1857']
hrSWInstalledIndex,['1858']
hrSWInstalledIndex,['1859']
hrSWInstalledIndex,['1860']
hrSWInstalledIndex,['1861']
hrSWInstalledIndex,['1862']
hrSWInstalledIndex,['1863']
hrSWInstalledIndex,['1864']
hrSWInstalledIndex,['1865']
hrSWInstalledIndex,['1866']
hrSWInstalledIndex,['1867']
hrSWInstalledIndex,['1868']
hrSWInstalledIndex,['1869']
hrSWInstalledIndex,['1870']
hrSWInstalledIndex,['1871']
hrSWInstalledIndex,['1872']
hrSWInstalledIndex,['1873']
hrSWInstalledIndex,['1874']
hrSWInstalledIndex,['1875']
hrSWInstalledIndex,['1876']
hrSWInstalledIndex,['1877']
hrSWInstalledIndex,['1878']
hrSWInstalledIndex,['1879']
hrSWInstalledIndex,['1880']
hrSWInstalledIndex,['1881']
hrSWInstalledIndex,['1882']
hrSWInstalledIndex,['1883']
hrSWInstalledIndex,['1884']
hrSWInstalledIndex,['1885']
hrSWInstalledIndex,['1886']
hrSWInstalledIndex,['1887']
hrSWInstalledIndex,['1888']
hrSWInstalledIndex,['1889']
hrSWInstalledIndex,['1890']
hrSWInstalledIndex,['1891']
hrSWInstalledIndex,['1892']
hrSWInstalledIndex,['1893']
hrSWInstalledIndex,['1894']
hrSWInstalledIndex,['1895']
hrSWInstalledIndex,['1896']
hrSWInstalledIndex,['1897']
hrSWInstalledIndex,['1898']
hrSWInstalledIndex,['1899']
hrSWInstalledIndex,['1900']
hrSWInstalledIndex,['1901']
hrSWInstalledIndex,['1902']
hrSWInstalledIndex,['1903']
hrSWInstalledIndex,['1904']
hrSWInstalledIndex,['1905']
hrSWInstalledIndex,['1906']
hrSWInstalledIndex,['1907']
hrSWInstalledIndex,['1908']
hrSWInstalledIndex,['1909']
hrSWInstalledIndex,['1910']
hrSWInstalledIndex,['1911']
hrSWInstalledIndex,['1912']
hrSWInstalledIndex,['1913']
hrSWInstalledIndex,['1914']
hrSWInstalledIndex,['1915']
hrSWInstalledIndex,['1916']
hrSWInstalledIndex,['1917']
hrSWInstalledIndex,['1918']
hrSWInstalledIndex,['1919']
hrSWInstalledIndex,['1920']
hrSWInstalledIndex,['1921']
hrSWInstalledIndex,['1922']
hrSWInstalledIndex,['1923']
hrSWInstalledIndex,['1924']
hrSWInstalledIndex,['1925']
hrSWInstalledIndex,['1926']
hrSWInstalledIndex,['1927']
hrSWInstalledIndex,['1928']
hrSWInstalledIndex,['1929']
hrSWInstalledIndex,['1930']
hrSWInstalledIndex,['1931']
hrSWInstalledIndex,['1932']
hrSWInstalledIndex,['1933']
hrSWInstalledIndex,['1934']
hrSWInstalledIndex,['1935']
hrSWInstalledIndex,['1936']
hrSWInstalledIndex,['1937']
hrSWInstalledIndex,['1938']
hrSWInstalledIndex,['1939']
hrSWInstalledIndex,['1940']
hrSWInstalledIndex,['1941']
hrSWInstalledIndex,['1942']
hrSWInstalledIndex,['1943']
hrSWInstalledIndex,['1944']
hrSWInstalledIndex,['1945']
hrSWInstalledIndex,['1946']
hrSWInstalledIndex,['1947']
hrSWInstalledIndex,['1948']
hrSWInstalledIndex,['1949']
hrSWInstalledIndex,['1950']
hrSWInstalledIndex,['1951']
hrSWInstalledIndex,['1952']
hrSWInstalledIndex,['1953']
hrSWInstalledIndex,['1954']
hrSWInstalledIndex,['1955']
hrSWInstalledIndex,['1956']
hrSWInstalledIndex,['1957']
hrSWInstalledIndex,['1958']
hrSWInstalledIndex,['1959']
hrSWInstalledIndex,['1960']
hrSWInstalledIndex,['1961']
hrSWInstalledIndex,['1962']
hrSWInstalledIndex,['1963']
hrSWInstalledIndex,['1964']
hrSWInstalledIndex,['1965']
hrSWInstalledIndex,['1966']
hrSWInstalledIndex,['1967']
hrSWInstalledIndex,['1968']
hrSWInstalledIndex,['1969']
hrSWInstalledIndex,['1970']
hrSWInstalledIndex,['1971']
hrSWInstalledName,['accountsservice-0.6.45-1ubuntu1']
hrSWInstalledName,['acl-2.2.52-3build1']
hrSWInstalledName,['acpi-support-0.142']
hrSWInstalledName,['acpid-1:2.0.28-1ubuntu1']
hrSWInstalledName,['add-apt-key-1.0-0.5']
hrSWInstalledName,['adduser-3.116ubuntu1']
hrSWInstalledName,['adwaita-icon-theme-3.28.0-1ubuntu1']
hrSWInstalledName,['alsa-base-1.0.25+dfsg-0ubuntu5']
hrSWInstalledName,['alsa-utils-1.1.3-1ubuntu1']
hrSWInstalledName,['anacron-2.3-24']
hrSWInstalledName,['apg-2.2.3.dfsg.1-5']
hrSWInstalledName,['app-install-data-15.10']
hrSWInstalledName,['apparmor-2.12-4ubuntu5.1']
hrSWInstalledName,['appstream-0.12.0-3ubuntu1']
hrSWInstalledName,['apt-1.6.11']
hrSWInstalledName,['apt-clone-0.4.1ubuntu2']
hrSWInstalledName,['apt-utils-1.6.11']
hrSWInstalledName,['aptdaemon-1.1.1+bzr982-0ubuntu19']
hrSWInstalledName,['aptdaemon-data-1.1.1+bzr982-0ubuntu19']
hrSWInstalledName,['aptitude-0.8.10-6ubuntu1']
hrSWInstalledName,['aptitude-common-0.8.10-6ubuntu1']
hrSWInstalledName,['apturl-0.5.2+linuxmint7']
hrSWInstalledName,['apturl-common-0.5.2+linuxmint7']
hrSWInstalledName,['archdetect-deb-1.117ubuntu6.18.04.1']
hrSWInstalledName,['aspell-0.60.7~20110707-4']
hrSWInstalledName,['aspell-en-2017.08.24-0-0.1']
hrSWInstalledName,['at-spi2-core-2.28.0-1']
hrSWInstalledName,['attr-1:2.4.47-2build1']
hrSWInstalledName,['avahi-autoipd-0.7-3.1ubuntu1.2']
hrSWInstalledName,['avahi-daemon-0.7-3.1ubuntu1.2']
hrSWInstalledName,['avahi-utils-0.7-3.1ubuntu1.2']
hrSWInstalledName,['baobab-3.28.0-1']
hrSWInstalledName,['base-files-19.2.0']
hrSWInstalledName,['base-passwd-3.5.44']
hrSWInstalledName,['bash-4.4.18-2ubuntu1.1']
hrSWInstalledName,['bash-completion-1:2.8-1ubuntu1']
hrSWInstalledName,['bc-1.07.1-2']
hrSWInstalledName,['bind9-host-1:9.11.3+dfsg-1ubuntu1.8']
hrSWInstalledName,['binutils-2.30-21ubuntu1~18.04.2']
hrSWInstalledName,['binutils-common-2.30-21ubuntu1~18.04.2']
hrSWInstalledName,['binutils-x86-64-linux-gnu-2.30-21ubuntu1~18.04.2']
hrSWInstalledName,['bison-2:3.0.4.dfsg-1build1']
hrSWInstalledName,['blueberry-1.2.9']
hrSWInstalledName,['bluetooth-5.48-0ubuntu3.1']
hrSWInstalledName,['bluez-5.48-0ubuntu3.1']
hrSWInstalledName,['bluez-cups-5.48-0ubuntu3.1']
hrSWInstalledName,['bluez-obexd-5.48-0ubuntu3.1']
hrSWInstalledName,['bluez-tools-0.2.0~20140808-5build1']
hrSWInstalledName,['bolt-0.5-0ubuntu0.18.04.1']
hrSWInstalledName,['brltty-5.5-4ubuntu2.0.1']
hrSWInstalledName,['bsdmainutils-11.1.2ubuntu1']
hrSWInstalledName,['bsdutils-1:2.31.1-0.4ubuntu3.3']
hrSWInstalledName,['btrfs-progs-4.15.1-1build1']
hrSWInstalledName,['btrfs-tools-4.15.1-1build1']
hrSWInstalledName,['bubblewrap-0.2.1-1ubuntu0.1']
hrSWInstalledName,['busybox-initramfs-1:1.27.2-2ubuntu3.2']
hrSWInstalledName,['busybox-static-1:1.27.2-2ubuntu3.2']
hrSWInstalledName,['bzip2-1.0.6-8.1ubuntu0.1']
hrSWInstalledName,['ca-certificates-20180409']
hrSWInstalledName,['ca-certificates-java-20180516ubuntu1~18.04.1']
hrSWInstalledName,['caribou-0.4.21-5']
hrSWInstalledName,['casper-1.394']
hrSWInstalledName,['catfish-1.4.4-1']
hrSWInstalledName,['cifs-utils-2:6.8-1']
hrSWInstalledName,['cinnamon-desktop-data-4.2.0+tina']
hrSWInstalledName,['cli-common-0.9+nmu1']
hrSWInstalledName,['colord-1.3.3-2build1']
hrSWInstalledName,['colord-data-1.3.3-2build1']
hrSWInstalledName,['command-not-found-18.04.5']
hrSWInstalledName,['command-not-found-data-18.04.5']
hrSWInstalledName,['compiz-1:0.9.13.1+18.04.20180302-0ubuntu1']
hrSWInstalledName,['compiz-core-1:0.9.13.1+18.04.20180302-0ubuntu1']
hrSWInstalledName,['compiz-gnome-1:0.9.13.1+18.04.20180302-0ubuntu1']
hrSWInstalledName,['compiz-plugins-1:0.9.13.1+18.04.20180302-0ubuntu1']
hrSWInstalledName,['compiz-plugins-default-1:0.9.13.1+18.04.20180302-0ubuntu1']
hrSWInstalledName,['compizconfig-settings-manager-1:0.9.13.1+18.04.20180302-0ubuntu']
hrSWInstalledName,['compton-0.1~beta2+20150922-1']
hrSWInstalledName,['console-setup-1.178ubuntu2.9']
hrSWInstalledName,['console-setup-linux-1.178ubuntu2.9']
hrSWInstalledName,['coreutils-8.28-1ubuntu1']
hrSWInstalledName,['cpio-2.12+dfsg-6']
hrSWInstalledName,['cpp-4:7.4.0-1ubuntu2.3']
hrSWInstalledName,['cpp-7-7.4.0-1ubuntu1~18.04.1']
hrSWInstalledName,['cracklib-runtime-2.9.2-5build1']
hrSWInstalledName,['crda-3.18-1build1']
hrSWInstalledName,['cron-3.0pl1-128.1ubuntu1']
hrSWInstalledName,['cryptsetup-2:2.0.2-1ubuntu1.1']
hrSWInstalledName,['cryptsetup-bin-2:2.0.2-1ubuntu1.1']
hrSWInstalledName,['cups-2.2.7-1ubuntu2.6']
hrSWInstalledName,['cups-browsed-1.20.2-0ubuntu3.1']
hrSWInstalledName,['cups-bsd-2.2.7-1ubuntu2.6']
hrSWInstalledName,['cups-client-2.2.7-1ubuntu2.6']
hrSWInstalledName,['cups-common-2.2.7-1ubuntu2.6']
hrSWInstalledName,['cups-core-drivers-2.2.7-1ubuntu2.6']
hrSWInstalledName,['cups-daemon-2.2.7-1ubuntu2.6']
hrSWInstalledName,['cups-filters-1.20.2-0ubuntu3.1']
hrSWInstalledName,['cups-filters-core-drivers-1.20.2-0ubuntu3.1']
hrSWInstalledName,['cups-ipp-utils-2.2.7-1ubuntu2.6']
hrSWInstalledName,['cups-pk-helper-0.2.6-1ubuntu1.2']
hrSWInstalledName,['cups-ppdc-2.2.7-1ubuntu2.6']
hrSWInstalledName,['cups-server-common-2.2.7-1ubuntu2.6']
hrSWInstalledName,['curl-7.58.0-2ubuntu3.7']
hrSWInstalledName,['dash-0.5.8-2.10']
hrSWInstalledName,['dbus-1.12.2-1ubuntu1.1']
hrSWInstalledName,['dbus-user-session-1.12.2-1ubuntu1.1']
hrSWInstalledName,['dbus-x11-1.12.2-1ubuntu1.1']
hrSWInstalledName,['dc-1.07.1-2']
hrSWInstalledName,['dconf-cli-0.26.0-2ubuntu3']
hrSWInstalledName,['dconf-gsettings-backend-0.26.0-2ubuntu3']
hrSWInstalledName,['dconf-service-0.26.0-2ubuntu3']
hrSWInstalledName,['dcraw-9.27-1ubuntu1']
hrSWInstalledName,['dctrl-tools-2.24-2build1']
hrSWInstalledName,['debconf-1.5.66ubuntu1']
hrSWInstalledName,['debconf-i18n-1.5.66ubuntu1']
hrSWInstalledName,['debianutils-4.8.4']
hrSWInstalledName,['default-jre-2:1.11-68ubuntu1~18.04.1']
hrSWInstalledName,['default-jre-headless-2:1.11-68ubuntu1~18.04.1']
hrSWInstalledName,['desktop-file-utils-0.23+linuxmint6']
hrSWInstalledName,['dh-python-3.20180325ubuntu2']
hrSWInstalledName,['dialog-1.3-20171209-1']
hrSWInstalledName,['dictionaries-common-1.27.2']
hrSWInstalledName,['diffstat-1.61-1build1']
hrSWInstalledName,['diffutils-1:3.6-1']
hrSWInstalledName,['dirmngr-2.2.4-1ubuntu1.2']
hrSWInstalledName,['distro-info-data-0.37ubuntu0.5']
hrSWInstalledName,['dkms-2.3-3ubuntu9.3']
hrSWInstalledName,['dmeventd-2:1.02.145-4.1ubuntu3']
hrSWInstalledName,['dmidecode-3.1-1']
hrSWInstalledName,['dmraid-1.0.0.rc16-8ubuntu1']
hrSWInstalledName,['dmsetup-2:1.02.145-4.1ubuntu3']
hrSWInstalledName,['dmz-cursor-theme-0.4.5ubuntu1']
hrSWInstalledName,['dns-root-data-2018013001']
hrSWInstalledName,['dnsmasq-base-2.79-1']
hrSWInstalledName,['dnsutils-1:9.11.3+dfsg-1ubuntu1.8']
hrSWInstalledName,['doc-base-0.10.8']
hrSWInstalledName,['docbook-xml-4.5-8']
hrSWInstalledName,['dosfstools-4.1-1']
hrSWInstalledName,['dpkg-1.19.0.5ubuntu2.1']
hrSWInstalledName,['dpkg-dev-1.19.0.5ubuntu2.1']
hrSWInstalledName,['dpkg-repack-1.43']
hrSWInstalledName,['e2fslibs-1.44.1-1ubuntu1.1']
hrSWInstalledName,['e2fsprogs-1.44.1-1ubuntu1.1']
hrSWInstalledName,['ecryptfs-utils-111-0ubuntu5']
hrSWInstalledName,['ed-1.10-2.1']
hrSWInstalledName,['efibootmgr-15-1']
hrSWInstalledName,['eject-2.1.5+deb1+cvs20081104-13.2']
hrSWInstalledName,['emacsen-common-2.0.8']
hrSWInstalledName,['enchant-1.6.0-11.1']
hrSWInstalledName,['espeak-ng-data-1.49.2+dfsg-1']
hrSWInstalledName,['ethtool-1:4.15-0ubuntu1']
hrSWInstalledName,['evolution-data-server-3.28.5-0ubuntu0.18.04.2']
hrSWInstalledName,['evolution-data-server-common-3.28.5-0ubuntu0.18.04.2']
hrSWInstalledName,['exfat-fuse-1.2.8-1']
hrSWInstalledName,['exfat-utils-1.2.8-1']
hrSWInstalledName,['exo-utils-0.12.2-0ubuntu0.18.04.1']
hrSWInstalledName,['fakeroot-1.22-2ubuntu1']
hrSWInstalledName,['fdisk-2.31.1-0.4ubuntu3.3']
hrSWInstalledName,['file-1:5.32-2ubuntu0.2']
hrSWInstalledName,['file-roller-3.28.0-1ubuntu1']
hrSWInstalledName,['findutils-4.6.0+git+20170828-2']
hrSWInstalledName,['firefox-68.0.1+linuxmint1+tina']
hrSWInstalledName,['firefox-locale-en-68.0.1+linuxmint1+tina']
hrSWInstalledName,['flatpak-1.0.8-0ubuntu0.18.04.1']
hrSWInstalledName,['flex-2.6.4-6']
hrSWInstalledName,['fontconfig-2.12.6-0ubuntu2']
hrSWInstalledName,['fontconfig-config-2.12.6-0ubuntu2']
hrSWInstalledName,['fonts-beng-2:1.2']
hrSWInstalledName,['fonts-beng-extra-1.0-6ubuntu0.1']
hrSWInstalledName,['fonts-dejavu-core-2.37-1']
hrSWInstalledName,['fonts-deva-2:1.2']
hrSWInstalledName,['fonts-deva-extra-3.0-4ubuntu0.1']
hrSWInstalledName,['fonts-droid-fallback-1:6.0.1r16-1.1']
hrSWInstalledName,['fonts-freefont-ttf-20120503-7']
hrSWInstalledName,['fonts-gargi-2.0-4']
hrSWInstalledName,['fonts-gubbi-1.3-3']
hrSWInstalledName,['fonts-gujr-2:1.2']
hrSWInstalledName,['fonts-gujr-extra-1.0-6ubuntu0.1']
hrSWInstalledName,['fonts-guru-2:1.2']
hrSWInstalledName,['fonts-guru-extra-2.0-4ubuntu0.1']
hrSWInstalledName,['fonts-indic-2:1.2']
hrSWInstalledName,['fonts-kacst-2.01+mry-14']
hrSWInstalledName,['fonts-kacst-one-5.0+svn11846-9']
hrSWInstalledName,['fonts-kalapi-1.0-2']
hrSWInstalledName,['fonts-khmeros-core-5.0-7ubuntu1']
hrSWInstalledName,['fonts-knda-2:1.2']
hrSWInstalledName,['fonts-lao-0.0.20060226-9ubuntu1']
hrSWInstalledName,['fonts-liberation-1:1.07.4-7~18.04.1']
hrSWInstalledName,['fonts-liberation2-2.00.1-7~18.04.2']
hrSWInstalledName,['fonts-lklug-sinhala-0.6-3']
hrSWInstalledName,['fonts-lohit-beng-assamese-2.91.5-1']
hrSWInstalledName,['fonts-lohit-beng-bengali-2.91.5-1']
hrSWInstalledName,['fonts-lohit-deva-2.95.4-2']
hrSWInstalledName,['fonts-lohit-gujr-2.92.4-2']
hrSWInstalledName,['fonts-lohit-guru-2.91.2-1']
hrSWInstalledName,['fonts-lohit-knda-2.5.4-1']
hrSWInstalledName,['fonts-lohit-mlym-2.92.2-1']
hrSWInstalledName,['fonts-lohit-orya-2.91.2-1']
hrSWInstalledName,['fonts-lohit-taml-2.91.3-1']
hrSWInstalledName,['fonts-lohit-taml-classical-2.5.4-1']
hrSWInstalledName,['fonts-lohit-telu-2.5.5-1']
hrSWInstalledName,['fonts-mathjax-2.7.3+dfsg-1']
hrSWInstalledName,['fonts-mlym-2:1.2']
hrSWInstalledName,['fonts-nakula-1.0-3']
hrSWInstalledName,['fonts-navilu-1.2-2']
hrSWInstalledName,['fonts-noto-cjk-1:20170601+repack1-2']
hrSWInstalledName,['fonts-noto-color-emoji-0~20180810-0ubuntu1']
hrSWInstalledName,['fonts-noto-mono-20171026-2']
hrSWInstalledName,['fonts-opensymbol-2:102.10+LibO6.0.7-0ubuntu0.18.04.7']
hrSWInstalledName,['fonts-orya-2:1.2']
hrSWInstalledName,['fonts-orya-extra-2.0-5ubuntu0.1']
hrSWInstalledName,['fonts-pagul-1.0-7']
hrSWInstalledName,['fonts-sahadeva-1.0-4']
hrSWInstalledName,['fonts-samyak-deva-1.2.2-4']
hrSWInstalledName,['fonts-samyak-gujr-1.2.2-4']
hrSWInstalledName,['fonts-samyak-mlym-1.2.2-4']
hrSWInstalledName,['fonts-samyak-taml-1.2.2-4']
hrSWInstalledName,['fonts-sarai-1.0-2']
hrSWInstalledName,['fonts-sil-abyssinica-1.500-1']
hrSWInstalledName,['fonts-sil-padauk-3.003-1']
hrSWInstalledName,['fonts-smc-1:7.0']
hrSWInstalledName,['fonts-smc-anjalioldlipi-7.0-2']
hrSWInstalledName,['fonts-smc-chilanka-1.2.0-2']
hrSWInstalledName,['fonts-smc-dyuthi-2.0-1']
hrSWInstalledName,['fonts-smc-karumbi-1.0-1']
hrSWInstalledName,['fonts-smc-keraleeyam-2.0-1']
hrSWInstalledName,['fonts-smc-manjari-1.5.1-1']
hrSWInstalledName,['fonts-smc-meera-7.0-2']
hrSWInstalledName,['fonts-smc-rachana-7.0-2']
hrSWInstalledName,['fonts-smc-raghumalayalamsans-2.1.1-2']
hrSWInstalledName,['fonts-smc-suruma-3.2.1-1']
hrSWInstalledName,['fonts-smc-uroob-2.0-1']
hrSWInstalledName,['fonts-taml-2:1.3']
hrSWInstalledName,['fonts-telu-2:1.2']
hrSWInstalledName,['fonts-telu-extra-2.0-4']
hrSWInstalledName,['fonts-thai-tlwg-1:0.6.4-2']
hrSWInstalledName,['fonts-tibetan-machine-1.901b-5']
hrSWInstalledName,['fonts-tlwg-garuda-1:0.6.4-2']
hrSWInstalledName,['fonts-tlwg-garuda-ttf-1:0.6.4-2']
hrSWInstalledName,['fonts-tlwg-kinnari-1:0.6.4-2']
hrSWInstalledName,['fonts-tlwg-kinnari-ttf-1:0.6.4-2']
hrSWInstalledName,['fonts-tlwg-laksaman-1:0.6.4-2']
hrSWInstalledName,['fonts-tlwg-laksaman-ttf-1:0.6.4-2']
hrSWInstalledName,['fonts-tlwg-loma-1:0.6.4-2']
